Row, Col, Ala, Ala %SD, Ala/Cr+PCr, Asp, Asp %SD, Asp/Cr+PCr, Cr, Cr %SD, Cr/Cr+PCr, PCr, PCr %SD, PCr/Cr+PCr, GABA, GABA %SD, GABA/Cr+PCr, Glc, Glc %SD, Glc/Cr+PCr, Gln, Gln %SD, Gln/Cr+PCr, Glu, Glu %SD, Glu/Cr+PCr, GPC, GPC %SD, GPC/Cr+PCr, PCh, PCh %SD, PCh/Cr+PCr, GSH, GSH %SD, GSH/Cr+PCr, Ins, Ins %SD, Ins/Cr+PCr, Lac, Lac %SD, Lac/Cr+PCr, NAA, NAA %SD, NAA/Cr+PCr, NAAG, NAAG %SD, NAAG/Cr+PCr, Scyllo, Scyllo %SD, Scyllo/Cr+PCr, Tau, Tau %SD, Tau/Cr+PCr, -CrCH2, -CrCH2 %SD, -CrCH2/Cr+PCr, GPC+PCh, GPC+PCh %SD, GPC+PCh/Cr+PCr, NAA+NAAG, NAA+NAAG %SD, NAA+NAAG/Cr+PCr, Cr+PCr, Cr+PCr %SD, Cr+PCr/Cr+PCr, Glu+Gln, Glu+Gln %SD, Glu+Gln/Cr+PCr, Lip13a, Lip13a %SD, Lip13a/Cr+PCr, Lip13b, Lip13b %SD, Lip13b/Cr+PCr, Lip09, Lip09 %SD, Lip09/Cr+PCr, MM09, MM09 %SD, MM09/Cr+PCr, Lip20, Lip20 %SD, Lip20/Cr+PCr, MM20, MM20 %SD, MM20/Cr+PCr, MM12, MM12 %SD, MM12/Cr+PCr, MM14, MM14 %SD, MM14/Cr+PCr, MM17, MM17 %SD, MM17/Cr+PCr, Lip13a+Lip13b, Lip13a+Lip13b %SD, Lip13a+Lip13b/Cr+PCr, MM14+Lip13a+L, MM14+Lip13a+L %SD, MM14+Lip13a+L/Cr+PCr, MM09+Lip09, MM09+Lip09 %SD, MM09+Lip09/Cr+PCr, MM20+Lip20, MM20+Lip20 %SD, MM20+Lip20/Cr+PCr
  8,   8,    0.000,  999,    0.000,    0.000,  999,    0.000,  591.570,   54,    0.275, 1.56E+03,   22,    0.725,   35.460,  632,  1.6E-02,    0.000,  999,    0.000,  654.950,   49,    0.304, 2.53E+03,   15,    1.178,  765.946,    5,    0.356,    0.000,  999,    0.000,  467.740,   24,    0.217, 2.48E+03,   17,    1.155,   53.592,  330,  2.5E-02, 3.17E+03,    5,    1.473,  348.081,   46,    0.162,  163.951,   27,  7.6E-02,  177.970,  181,  8.3E-02,  409.181,   45,    0.190,  765.946,    5,    0.356, 3.52E+03,    4,    1.635, 2.15E+03,    5,    1.000, 3.19E+03,   16,    1.483,    0.000,  999,    0.000, 1.03E+03,  132,    0.478,   57.244,  652,  2.7E-02, 1.69E+03,   25,    0.787,  188.088,  132,  8.7E-02, 4.22E+03,   16,    1.961,  668.575,   46,    0.311,    0.000,  999,    0.000, 1.22E+03,   35,    0.567, 1.03E+03,   85,    0.478, 1.70E+03,   49,    0.789, 1.75E+03,   22,    0.813, 4.41E+03,   16,    2.048
  7,   7,  115.222,  134,  5.1E-02,    0.000,  999,    0.000,  847.175,   34,    0.374, 1.42E+03,   21,    0.626,    0.852,  999,  3.8E-04,    0.000,  999,    0.000, 1.11E+03,   29,    0.489, 2.15E+03,   18,    0.949,  826.995,    5,    0.365,    0.000,  999,    0.000,  781.015,   14,    0.345, 2.36E+03,   17,    1.041,  238.624,   71,    0.105, 3.24E+03,    4,    1.432,    0.000,  999,    0.000,  131.567,   33,  5.8E-02,   50.713,  617,  2.2E-02,  195.475,   91,  8.6E-02,  826.995,    5,    0.365, 3.24E+03,    4,    1.432, 2.27E+03,    4,    1.000, 3.26E+03,   16,    1.439,  186.154,  195,  8.2E-02,    0.000,  999,    0.000,    0.000,  999,    0.000, 2.16E+03,   17,    0.954,   39.562,  249,  1.7E-02, 4.88E+03,   12,    2.154,  727.308,   35,    0.321, 2.98E+03,   20,    1.315,    0.000,  999,    0.000,  186.154,  195,  8.2E-02, 3.89E+03,   18,    1.719, 2.16E+03,   17,    0.954, 4.92E+03,   12,    2.171
  7,   8,    0.000,  999,    0.000,    0.000,  999,    0.000,  589.817,   53,    0.259, 1.69E+03,   19,    0.741,    0.000,  999,    0.000,    0.000,  999,    0.000,  654.489,   45,    0.287, 1.88E+03,   17,    0.825,  751.188,    5,    0.330,    0.000,  999,    0.000,  468.720,   21,    0.206, 1.90E+03,   18,    0.835,  379.163,   41,    0.166, 2.78E+03,    5,    1.222,  564.739,   25,    0.248,  126.815,   31,  5.6E-02,   35.338,  784,  1.6E-02,  545.966,   29,    0.240,  751.188,    5,    0.330, 3.35E+03,    4,    1.470, 2.28E+03,    4,    1.000, 2.53E+03,   17,    1.113, 1.53E+03,   47,    0.674,   17.971,  999,  7.9E-03,    9.320,  999,  4.1E-03, 2.04E+03,   18,    0.894,  281.117,   82,    0.123, 4.37E+03,   12,    1.921,  809.038,   30,    0.355,    0.000,  999,    0.000, 1.99E+03,   16,    0.872, 1.55E+03,   34,    0.682, 2.36E+03,   19,    1.037, 2.05E+03,   13,    0.898, 4.66E+03,   11,    2.044
  7,   9,    0.000,  999,    0.000,    0.000,  999,    0.000,  403.367,   70,    0.213, 1.49E+03,   20,    0.787,    0.000,  999,    0.000,    0.000,  999,    0.000,  355.819,   75,    0.188, 1.73E+03,   17,    0.911,  812.467,    4,    0.429,    0.000,  999,    0.000,  393.342,   24,    0.208, 1.56E+03,   22,    0.822,    0.000,  999,    0.000, 2.75E+03,    5,    1.449,  916.944,   14,    0.484,   84.775,   45,  4.5E-02,   67.224,  431,  3.5E-02,  466.390,   35,    0.246,  812.467,    4,    0.429, 3.66E+03,    4,    1.933, 1.90E+03,    5,    1.000, 2.08E+03,   19,    1.099,    0.000,  999,    0.000,  601.881,   28,    0.318,   65.179,  346,  3.4E-02, 1.93E+03,   19,    1.016,  119.630,  134,  6.3E-02, 3.90E+03,   16,    2.056,  658.862,   40,    0.348,    0.000,  999,    0.000, 2.04E+03,   21,    1.075,  601.881,   28,    0.318, 1.26E+03,   21,    0.665, 1.99E+03,   17,    1.051, 4.02E+03,   15,    2.119
  8,   7,   14.935,  999,  6.4E-03,    0.000,  999,    0.000,  653.496,   49,    0.279, 1.69E+03,   20,    0.721,    0.000,  999,    0.000,    0.000,  999,    0.000,  899.557,   36,    0.384, 2.13E+03,   17,    0.908,  729.140,    5,    0.311,    0.000,  999,    0.000,  592.048,   20,    0.253, 2.44E+03,   17,    1.041,    4.638,  999,  2.0E-03, 3.37E+03,    5,    1.439,  431.269,   37,    0.184,   45.755,   95,  2.0E-02,  404.583,   79,    0.173,  361.829,   52,    0.154,  729.140,    5,    0.311, 3.80E+03,    4,    1.623, 2.34E+03,    4,    1.000, 3.03E+03,   17,    1.292,  673.084,  200,    0.287,  331.960,  183,    0.142,  124.531,  271,  5.3E-02, 2.22E+03,   21,    0.945,  171.137,  125,  7.3E-02, 4.69E+03,   15,    2.002,  822.372,   38,    0.351, 1.49E+03,   40,    0.637,  998.992,   43,    0.426, 1.01E+03,   90,    0.429, 3.32E+03,   27,    1.416, 2.34E+03,   18,    0.998, 4.86E+03,   15,    2.075
  8,   9,    0.000,  999,    0.000,    0.000,  999,    0.000,  769.976,   29,    0.391, 1.20E+03,   20,    0.609,    0.000,  999,    0.000,    0.000,  999,    0.000,  334.044,   69,    0.169, 2.07E+03,   13,    1.051,  809.815,    4,    0.411,    0.000,  999,    0.000,  519.576,   16,    0.264, 1.80E+03,   17,    0.912,    0.000,  999,    0.000, 2.93E+03,    5,    1.486,  907.371,   13,    0.460,  129.508,   27,  6.6E-02,    0.000,  999,    0.000,  180.656,   80,  9.2E-02,  809.815,    4,    0.411, 3.84E+03,    3,    1.946, 1.97E+03,    4,    1.000, 2.41E+03,   15,    1.220,    0.000,  999,    0.000,  257.047,   60,    0.130,    0.000,  999,    0.000, 2.59E+03,   14,    1.312,   69.843,  259,  3.5E-02, 4.69E+03,   13,    2.379, 1.16E+03,   22,    0.587,    0.000,  999,    0.000, 2.11E+03,   21,    1.071,  257.047,   60,    0.130, 1.41E+03,   19,    0.717, 2.59E+03,   14,    1.312, 4.76E+03,   13,    2.414
  9,   7,  145.417,   84,  6.4E-02,    0.000,  999,    0.000, 1.47E+03,   15,    0.647,  803.542,   27,    0.353,    0.000,  999,    0.000,    0.000,  999,    0.000,  814.978,   31,    0.358, 2.21E+03,   13,    0.968,  621.701,    5,    0.273,    0.000,  999,    0.000,  656.362,   13,    0.288, 1.76E+03,   16,    0.774,   30.739,  430,  1.3E-02, 3.11E+03,    5,    1.364,  354.058,   42,    0.155,   37.907,   85,  1.7E-02,    0.000,  999,    0.000,    0.000,  999,    0.000,  621.701,    5,    0.273, 3.46E+03,    3,    1.519, 2.28E+03,    3,    1.000, 3.02E+03,   13,    1.326, 1.36E+03,   41,    0.597,    0.000,  999,    0.000,  219.229,  124,  9.6E-02, 1.90E+03,   17,    0.836,  195.002,   94,  8.6E-02, 4.15E+03,   11,    1.822,  644.685,   38,    0.283,  709.427,   55,    0.311,  940.384,   26,    0.413, 1.36E+03,   41,    0.597, 2.71E+03,   14,    1.191, 2.12E+03,   11,    0.932, 4.35E+03,   10,    1.907
  9,   8,  196.044,   62,  8.7E-02,    0.000,  999,    0.000, 1.44E+03,   14,    0.643,  802.649,   26,    0.357,    0.000,  999,    0.000,    0.000,  999,    0.000,  404.543,   60,    0.180, 2.10E+03,   13,    0.933,  553.355,    5,    0.246,    0.000,  999,    0.000,  493.695,   18,    0.220, 1.51E+03,   19,    0.674,    4.598,  999,  2.0E-03, 2.80E+03,    4,    1.248,  641.281,   17,    0.285,    0.000,  999,    0.000,    0.000,  999,    0.000,    0.000,  999,    0.000,  553.355,    5,    0.246, 3.45E+03,    4,    1.533, 2.25E+03,    3,    1.000, 2.50E+03,   15,    1.113, 1.69E+03,   42,    0.752,    0.000,  999,    0.000,  423.566,   73,    0.188, 2.22E+03,   18,    0.987,  278.186,   72,    0.124, 4.49E+03,   13,    1.996,  612.166,   58,    0.272,  767.658,   65,    0.342, 1.55E+03,   23,    0.690, 1.69E+03,   42,    0.752, 3.07E+03,   18,    1.366, 2.64E+03,   12,    1.175, 4.76E+03,   12,    2.120
  9,   9,  223.315,   40,    0.114,    0.000,  999,    0.000, 1.08E+03,   15,    0.551,  877.791,   19,    0.449,    0.000,  999,    0.000,    0.000,  999,    0.000,  283.004,   64,    0.145, 1.82E+03,   12,    0.931,  741.429,    3,    0.379,    0.000,  999,    0.000,  470.097,   14,    0.240, 1.48E+03,   17,    0.755,   19.579,  492,  1.0E-02, 2.93E+03,    4,    1.497,  934.859,   10,    0.478,   24.546,  115,  1.3E-02,    0.000,  999,    0.000,    0.000,  999,    0.000,  741.429,    3,    0.379, 3.86E+03,    3,    1.974, 1.96E+03,    3,    1.000, 2.10E+03,   13,    1.076,    0.000,  999,    0.000,   91.533,  140,  4.7E-02,   23.766,  164,  1.2E-02, 1.70E+03,   17,    0.871,   14.198,  164,  7.3E-03, 3.36E+03,   15,    1.716,  435.421,   43,    0.222,  350.967,  108,    0.179, 1.32E+03,   24,    0.673,   91.533,  140,  4.7E-02,  877.922,   56,    0.449, 1.73E+03,   17,    0.883, 3.37E+03,   15,    1.723
  6,   6,    0.000,  999,    0.000,    0.000,  999,    0.000,  886.555,   32,    0.425, 1.20E+03,   25,    0.575,    0.000,  999,    0.000,    0.000,  999,    0.000,  689.812,   41,    0.331, 2.13E+03,   15,    1.023,  887.445,    4,    0.426,    0.000,  999,    0.000,  753.037,   13,    0.361, 1.63E+03,   23,    0.780,    0.000,  999,    0.000, 3.03E+03,    5,    1.453,  432.979,   39,    0.208,  109.938,   35,  5.3E-02,    0.000,  999,    0.000,   63.671,  251,  3.1E-02,  887.445,    4,    0.426, 3.46E+03,    3,    1.661, 2.09E+03,    4,    1.000, 2.82E+03,   16,    1.353, 4.72E+03,   28,    2.262,    0.000,  999,    0.000,  741.485,   73,    0.356, 1.67E+03,   30,    0.803,  929.372,   38,    0.446, 3.35E+03,   21,    1.605,  579.886,   51,    0.278, 2.36E+03,   28,    1.134,  702.018,   55,    0.337, 4.72E+03,   28,    2.262, 7.66E+03,   15,    3.674, 2.42E+03,   17,    1.159, 4.28E+03,   15,    2.050
