Row, Col, Ala, Ala %SD, Ala/Cr+PCr, Asp, Asp %SD, Asp/Cr+PCr, Cr, Cr %SD, Cr/Cr+PCr, PCr, PCr %SD, PCr/Cr+PCr, GABA, GABA %SD, GABA/Cr+PCr, Glc, Glc %SD, Glc/Cr+PCr, Gln, Gln %SD, Gln/Cr+PCr, Glu, Glu %SD, Glu/Cr+PCr, GPC, GPC %SD, GPC/Cr+PCr, PCh, PCh %SD, PCh/Cr+PCr, GSH, GSH %SD, GSH/Cr+PCr, Ins, Ins %SD, Ins/Cr+PCr, Lac, Lac %SD, Lac/Cr+PCr, NAA, NAA %SD, NAA/Cr+PCr, NAAG, NAAG %SD, NAAG/Cr+PCr, Scyllo, Scyllo %SD, Scyllo/Cr+PCr, Tau, Tau %SD, Tau/Cr+PCr, -CrCH2, -CrCH2 %SD, -CrCH2/Cr+PCr, GPC+PCh, GPC+PCh %SD, GPC+PCh/Cr+PCr, NAA+NAAG, NAA+NAAG %SD, NAA+NAAG/Cr+PCr, Cr+PCr, Cr+PCr %SD, Cr+PCr/Cr+PCr, Glu+Gln, Glu+Gln %SD, Glu+Gln/Cr+PCr, Lip13a, Lip13a %SD, Lip13a/Cr+PCr, Lip13b, Lip13b %SD, Lip13b/Cr+PCr, Lip09, Lip09 %SD, Lip09/Cr+PCr, MM09, MM09 %SD, MM09/Cr+PCr, Lip20, Lip20 %SD, Lip20/Cr+PCr, MM20, MM20 %SD, MM20/Cr+PCr, MM12, MM12 %SD, MM12/Cr+PCr, MM14, MM14 %SD, MM14/Cr+PCr, MM17, MM17 %SD, MM17/Cr+PCr, Lip13a+Lip13b, Lip13a+Lip13b %SD, Lip13a+Lip13b/Cr+PCr, MM14+Lip13a+L, MM14+Lip13a+L %SD, MM14+Lip13a+L/Cr+PCr, MM09+Lip09, MM09+Lip09 %SD, MM09+Lip09/Cr+PCr, MM20+Lip20, MM20+Lip20 %SD, MM20+Lip20/Cr+PCr
  5,   6,  146.861,  334,  8.9E-02,  234.326,  120,    0.142,    0.000,  999,    0.000, 1.65E+03,   12,    1.000,  140.110,  122,  8.5E-02,  142.882,  119,  8.7E-02, 1.51E+03,   70,    0.916,  416.235,  281,    0.253,  515.293,   14,    0.313,    0.000,  999,    0.000,    0.000,  999,    0.000, 1.21E+03,   70,    0.735,    0.000,  999,    0.000, 2.60E+03,    9,    1.575,    0.000,  999,    0.000,   79.466,   64,  4.8E-02,  261.387,  104,    0.159,  397.167,   67,    0.241,  515.293,   14,    0.313, 2.60E+03,    9,    1.575, 1.65E+03,   12,    1.000, 1.93E+03,   93,    1.169, 4.80E+03,   29,    2.912, 1.71E+03,   33,    1.035, 1.27E+03,   56,    0.772, 2.44E+03,   29,    1.482, 1.09E+03,   51,    0.659, 5.29E+03,   19,    3.210,  860.708,   50,    0.522,    0.000,  999,    0.000, 1.02E+03,   54,    0.616, 6.50E+03,   18,    3.947, 7.37E+03,   14,    4.469, 3.71E+03,   14,    2.254, 6.38E+03,   15,    3.869
  5,   7,  434.775,   79,    0.401,  147.147,  144,    0.136,  713.121,   83,    0.657,  372.410,  160,    0.343,   89.930,  142,  8.3E-02,   97.480,  131,  9.0E-02, 1.46E+03,   47,    1.343,  850.346,   89,    0.783,  277.817,   21,    0.256,    0.000,  999,    0.000,   38.014,  586,  3.5E-02,    0.000,  999,    0.000,    0.000,  999,    0.000, 1.68E+03,   11,    1.543,    0.000,  999,    0.000,   35.285,  109,  3.3E-02,   90.535,  229,  8.3E-02,    0.000,  999,    0.000,  277.817,   21,    0.256, 1.68E+03,   11,    1.543, 1.09E+03,   14,    1.000, 2.31E+03,   46,    2.127, 2.85E+03,   43,    2.621,   62.916,  999,  5.8E-02,    0.000,  999,    0.000, 1.82E+03,   21,    1.678,  444.873,   71,    0.410, 2.75E+03,   22,    2.531,  553.128,   24,    0.510, 1.58E+03,   24,    1.455, 1.01E+03,   22,    0.929, 2.91E+03,   28,    2.679, 5.04E+03,   15,    4.643, 1.82E+03,   21,    1.678, 3.19E+03,   19,    2.941
  5,   8, 1.45E+03,   19,    0.793,  205.834,  160,    0.113, 1.24E+03,   37,    0.680,  585.171,   83,    0.320,  129.178,  157,  7.1E-02,  118.998,  172,  6.5E-02, 1.43E+03,   37,    0.783, 1.95E+03,   31,    1.065,  513.813,   73,    0.281,  153.835,  247,  8.4E-02,  441.230,   42,    0.241,  816.817,   72,    0.446,  443.092,   65,    0.242, 2.76E+03,    6,    1.507,    0.000,  999,    0.000,   99.479,   52,  5.4E-02,  299.101,  106,    0.163,  347.969,   75,    0.190,  667.648,    8,    0.365, 2.76E+03,    6,    1.507, 1.83E+03,    8,    1.000, 3.38E+03,   24,    1.847, 3.61E+03,   29,    1.975,    0.000,  999,    0.000,  777.539,   58,    0.425, 1.66E+03,   31,    0.906,  636.666,   48,    0.348, 3.12E+03,   25,    1.706,  534.481,   55,    0.292, 2.68E+03,   27,    1.466,    0.000,  999,    0.000, 3.61E+03,   29,    1.975, 6.83E+03,   12,    3.734, 2.44E+03,   15,    1.331, 3.76E+03,   19,    2.054
  5,   9,    0.000,  999,    0.000,  187.942,  171,    0.102, 1.21E+03,   27,    0.661,  622.087,   55,    0.339,  132.994,  148,  7.2E-02,  107.082,  190,  5.8E-02,  992.622,   36,    0.541, 2.09E+03,   20,    1.140,  733.562,    6,    0.400,    0.000,  999,    0.000,  517.857,   25,    0.282, 2.04E+03,   20,    1.113,  247.808,   77,    0.135, 2.91E+03,    6,    1.584,  498.883,   38,    0.272,  107.820,   41,  5.9E-02,  261.174,  112,    0.142,  508.405,   38,    0.277,  733.562,    6,    0.400, 3.41E+03,    5,    1.856, 1.84E+03,    6,    1.000, 3.09E+03,   18,    1.680, 1.87E+03,   46,    1.017,    0.000,  999,    0.000,  435.186,   82,    0.237, 2.72E+03,   17,    1.481,  290.699,   80,    0.158, 4.34E+03,   16,    2.365,  798.881,   44,    0.435, 2.91E+03,   24,    1.582, 1.88E+03,   23,    1.025, 1.87E+03,   46,    1.017, 5.57E+03,   12,    3.034, 3.15E+03,   11,    1.718, 4.63E+03,   15,    2.524
  6,   5,  467.782,   67,    0.364,  211.615,  144,    0.165,  419.415,  117,    0.326,  866.422,   57,    0.674,   63.871,  292,  5.0E-02,  208.871,   90,    0.162,  682.812,   95,    0.531, 1.17E+03,   61,    0.911,  454.550,   12,    0.354,    0.000,  999,    0.000,  659.445,   31,    0.513, 3.92E+03,   16,    3.051,  362.228,   95,    0.282, 2.70E+03,   10,    2.099,  521.239,   58,    0.405,   45.021,  111,  3.5E-02,  131.500,  222,    0.102,    0.000,  999,    0.000,  454.550,   12,    0.354, 3.22E+03,    7,    2.504, 1.29E+03,   10,    1.000, 1.85E+03,   54,    1.442, 1.48E+03,   47,    1.149,    0.000,  999,    0.000,  420.070,   95,    0.327, 1.82E+03,   25,    1.417,  183.015,  158,    0.142, 2.47E+03,   30,    1.924,  712.211,   40,    0.554,    0.000,  999,    0.000, 1.04E+03,   38,    0.806, 1.48E+03,   47,    1.149, 2.19E+03,   29,    1.703, 2.24E+03,   17,    1.744, 2.66E+03,   28,    2.066
  6,   9,    0.000,  999,    0.000,   73.513,  348,  7.4E-02,  768.353,   38,    0.773,  226.261,  134,    0.227,  142.742,  108,    0.144,  249.251,   64,    0.251, 1.06E+03,   35,    1.063, 1.82E+03,   23,    1.828,  467.131,    9,    0.470,    0.000,  999,    0.000,  452.085,   29,    0.455, 1.45E+03,   29,    1.456,  339.139,   57,    0.341, 2.28E+03,    8,    2.295,  303.889,   67,    0.306,  104.075,   38,    0.105,  219.793,  108,    0.221,  245.720,   70,    0.247,  467.131,    9,    0.470, 2.59E+03,    6,    2.600,  994.614,   11,    1.000, 2.88E+03,   20,    2.891,    0.000,  999,    0.000,    0.000,  999,    0.000, 6.30E-03,  999,  6.3E-06, 2.75E+03,   13,    2.761, 2.29E-03,  999,  2.3E-06, 3.17E+03,   22,    3.191,  601.037,   48,    0.604, 4.35E+03,    7,    4.370,  522.876,   76,    0.526,    0.000,  999,    0.000, 4.95E+03,    9,    4.974, 2.75E+03,   13,    2.761, 3.17E+03,   22,    3.191
  7,   5,    0.000,  999,    0.000,  234.801,  120,    0.179,  799.781,   39,    0.609,  514.484,   64,    0.391,  189.558,   90,    0.144,  159.768,  109,    0.122,  807.102,   48,    0.614, 2.07E+03,   21,    1.573,  454.476,   10,    0.346,    0.000,  999,    0.000,  620.219,   23,    0.472, 2.22E+03,   21,    1.688,  119.436,  171,  9.1E-02, 3.32E+03,    7,    2.525,  641.493,   35,    0.488,   97.445,   44,  7.4E-02,  333.432,   78,    0.254,   67.632,  263,  5.1E-02,  454.476,   10,    0.346, 3.96E+03,    5,    3.013, 1.31E+03,    9,    1.000, 2.87E+03,   20,    2.187, 3.07E+03,   32,    2.334,    0.000,  999,    0.000,    0.000,  999,    0.000, 3.21E+03,   13,    2.444,  165.203,  261,    0.126, 6.46E+03,   12,    4.915, 1.11E+03,   25,    0.842, 4.48E+03,   16,    3.411, 2.13E+03,   22,    1.617, 3.07E+03,   32,    2.334, 8.66E+03,   10,    6.587, 3.21E+03,   13,    2.444, 6.62E+03,   12,    5.040
  7,   9,  303.735,   54,    0.288,    0.000,  999,    0.000,  690.879,   36,    0.655,  363.641,   73,    0.345,   99.101,  180,  9.4E-02,  306.451,   60,    0.291,  556.423,   60,    0.528, 1.99E+03,   20,    1.890,  524.092,    7,    0.497,    0.000,  999,    0.000,  538.593,   22,    0.511, 2.18E+03,   18,    2.070,  764.975,   25,    0.725, 2.61E+03,    8,    2.473,  832.337,   25,    0.789,   95.132,   42,  9.0E-02,  226.934,  114,    0.215,  126.565,  120,    0.120,  524.092,    7,    0.497, 3.44E+03,    4,    3.263, 1.05E+03,    9,    1.000, 2.55E+03,   21,    2.417, 1.26E+03,   64,    1.191,    0.000,  999,    0.000,  405.313,   76,    0.384, 2.53E+03,   17,    2.400,  159.161,  122,    0.151, 2.47E+03,   25,    2.341,  693.346,   62,    0.657, 1.20E+03,   45,    1.133,    0.000,  999,    0.000, 1.26E+03,   64,    1.191, 3.14E+03,   17,    2.982, 2.94E+03,   11,    2.785, 2.63E+03,   23,    2.491
  8,   5,  208.555,   97,  9.3E-02,  195.469,  217,  8.8E-02,  996.937,   37,    0.447, 1.23E+03,   31,    0.553,   73.269,  377,  3.3E-02,  104.145,  271,  4.7E-02, 1.00E+03,   42,    0.448, 3.06E+03,   16,    1.372,  695.980,    6,    0.312,    0.000,  999,    0.000,  933.618,   15,    0.419, 2.35E+03,   19,    1.056,  534.861,   42,    0.240, 4.86E+03,    5,    2.179,  525.580,   46,    0.236,  182.034,   28,  8.2E-02,  577.179,   65,    0.259,  328.652,   63,    0.147,  695.980,    6,    0.312, 5.39E+03,    3,    2.414, 2.23E+03,    5,    1.000, 4.06E+03,   16,    1.820, 1.81E+03,   43,    0.812,    0.000,  999,    0.000,  225.496,  156,    0.101, 2.18E+03,   18,    0.978,  203.437,  118,  9.1E-02, 3.49E+03,   18,    1.564,  776.445,   35,    0.348, 1.45E+03,   40,    0.648, 1.55E+03,   22,    0.694, 1.81E+03,   43,    0.812, 4.03E+03,   14,    1.808, 2.41E+03,   12,    1.079, 3.69E+03,   17,    1.655
  8,   9,  496.956,   39,    0.337,    0.000,  999,    0.000,  576.913,   63,    0.392,  895.810,   42,    0.608,    0.000,  999,    0.000,   80.869,  272,  5.5E-02, 1.86E+03,   22,    1.266, 2.59E+03,   18,    1.762,  594.329,    6,    0.404,    0.000,  999,    0.000,  600.602,   22,    0.408, 1.70E+03,   26,    1.154,  342.509,   62,    0.233, 3.62E+03,    4,    2.461,    0.000,  999,    0.000,   76.602,   56,  5.2E-02,   57.384,  541,  3.9E-02,  420.903,   43,    0.286,  594.329,    6,    0.404, 3.62E+03,    4,    2.461, 1.47E+03,    6,    1.000, 4.46E+03,   15,    3.028, 1.36E+03,   42,    0.922,    0.000,  999,    0.000,    0.000,  999,    0.000, 2.59E+03,   14,    1.759,  324.133,   70,    0.220, 6.38E+03,   10,    4.329,  930.143,   25,    0.632, 2.27E+03,   25,    1.543, 1.95E+03,   22,    1.326, 1.36E+03,   42,    0.922, 4.56E+03,   16,    3.096, 2.59E+03,   14,    1.759, 6.70E+03,   10,    4.549
  9,   5,  313.035,   69,    0.135,    0.000,  999,    0.000, 1.06E+03,   30,    0.455, 1.27E+03,   26,    0.545,    0.000,  999,    0.000,    0.000,  999,    0.000, 1.63E+03,   27,    0.702, 3.81E+03,   13,    1.640,  616.257,    6,    0.265,    0.000,  999,    0.000, 1.00E+03,   14,    0.432, 1.85E+03,   25,    0.795,  236.956,   99,    0.102, 5.34E+03,    5,    2.296,  188.718,  158,  8.1E-02,  108.346,   44,  4.7E-02,  360.526,   98,    0.155,  378.392,   50,    0.163,  616.257,    6,    0.265, 5.53E+03,    3,    2.378, 2.32E+03,    5,    1.000, 5.44E+03,   14,    2.342, 4.49E+03,   32,    1.930,    0.000,  999,    0.000,  708.349,   89,    0.305, 3.62E+03,   20,    1.558,  975.512,   43,    0.420, 7.92E+03,   11,    3.410, 1.48E+03,   36,    0.639, 3.20E+03,   26,    1.377, 1.55E+03,   26,    0.669, 4.49E+03,   32,    1.930, 9.17E+03,    9,    3.945, 4.33E+03,    9,    1.863, 8.90E+03,    9,    3.830
  9,   6,  269.362,   85,    0.144,    0.000,  999,    0.000,  837.987,   49,    0.447, 1.04E+03,   40,    0.553,    0.000,  999,    0.000,   10.895,  999,  5.8E-03, 2.81E+03,   17,    1.501, 3.20E+03,   16,    1.708,  468.538,    8,    0.250,    0.000,  999,    0.000,  838.133,   16,    0.447, 2.01E+03,   22,    1.071,  192.954,  130,    0.103, 4.64E+03,    3,    2.477,    0.000,  999,    0.000,   74.070,   61,  4.0E-02,  305.517,  106,    0.163,    0.000,  999,    0.000,  468.538,    8,    0.250, 4.64E+03,    3,    2.477, 1.87E+03,    5,    1.000, 6.01E+03,   13,    3.208, 3.87E+03,   25,    2.063,    0.000,  999,    0.000,  200.029,  262,    0.107, 2.48E+03,   22,    1.325,  594.893,   66,    0.317, 4.70E+03,   14,    2.506, 1.00E+03,   34,    0.536, 1.17E+03,   50,    0.626, 1.89E+03,   19,    1.009, 3.87E+03,   25,    2.063, 6.04E+03,   11,    3.225, 2.68E+03,   12,    1.432, 5.29E+03,   11,    2.823
  9,   7,  133.715,  140,  9.1E-02,    0.000,  999,    0.000, 1.14E+03,   26,    0.780,  322.651,   96,    0.220,   27.376,  663,  1.9E-02,   81.014,  221,  5.5E-02, 1.47E+03,   27,    0.999, 2.80E+03,   16,    1.908,  331.419,   10,    0.226,    0.000,  999,    0.000,  771.274,   15,    0.526, 1.93E+03,   19,    1.316,    0.000,  999,    0.000, 3.27E+03,    6,    2.231,   26.067,  848,  1.8E-02,   99.512,   38,  6.8E-02,  161.792,  156,    0.110,    0.000,  999,    0.000,  331.419,   10,    0.226, 3.30E+03,    4,    2.249, 1.47E+03,    6,    1.000, 4.27E+03,   15,    2.907, 2.68E+03,   22,    1.823,    0.000,  999,    0.000,    0.000,  999,    0.000, 2.22E+03,   12,    1.515,  531.054,   52,    0.362, 5.49E+03,    9,    3.743,  754.676,   28,    0.514, 1.79E+03,   28,    1.218, 1.67E+03,   21,    1.136, 2.68E+03,   22,    1.823, 5.22E+03,   10,    3.555, 2.22E+03,   12,    1.515, 6.02E+03,    9,    4.105
