Row, Col, Ala, Ala %SD, Ala/Cr+PCr, Asp, Asp %SD, Asp/Cr+PCr, Cr, Cr %SD, Cr/Cr+PCr, PCr, PCr %SD, PCr/Cr+PCr, GABA, GABA %SD, GABA/Cr+PCr, Glc, Glc %SD, Glc/Cr+PCr, Gln, Gln %SD, Gln/Cr+PCr, Glu, Glu %SD, Glu/Cr+PCr, GPC, GPC %SD, GPC/Cr+PCr, PCh, PCh %SD, PCh/Cr+PCr, GSH, GSH %SD, GSH/Cr+PCr, Ins, Ins %SD, Ins/Cr+PCr, Lac, Lac %SD, Lac/Cr+PCr, NAA, NAA %SD, NAA/Cr+PCr, NAAG, NAAG %SD, NAAG/Cr+PCr, Scyllo, Scyllo %SD, Scyllo/Cr+PCr, Tau, Tau %SD, Tau/Cr+PCr, -CrCH2, -CrCH2 %SD, -CrCH2/Cr+PCr, GPC+PCh, GPC+PCh %SD, GPC+PCh/Cr+PCr, NAA+NAAG, NAA+NAAG %SD, NAA+NAAG/Cr+PCr, Cr+PCr, Cr+PCr %SD, Cr+PCr/Cr+PCr, Glu+Gln, Glu+Gln %SD, Glu+Gln/Cr+PCr, Lip13a, Lip13a %SD, Lip13a/Cr+PCr, Lip13b, Lip13b %SD, Lip13b/Cr+PCr, Lip09, Lip09 %SD, Lip09/Cr+PCr, MM09, MM09 %SD, MM09/Cr+PCr, Lip20, Lip20 %SD, Lip20/Cr+PCr, MM20, MM20 %SD, MM20/Cr+PCr, MM12, MM12 %SD, MM12/Cr+PCr, MM14, MM14 %SD, MM14/Cr+PCr, MM17, MM17 %SD, MM17/Cr+PCr, Lip13a+Lip13b, Lip13a+Lip13b %SD, Lip13a+Lip13b/Cr+PCr, MM14+Lip13a+L, MM14+Lip13a+L %SD, MM14+Lip13a+L/Cr+PCr, MM09+Lip09, MM09+Lip09 %SD, MM09+Lip09/Cr+PCr, MM20+Lip20, MM20+Lip20 %SD, MM20+Lip20/Cr+PCr
  8,   8,  131.049,   98,    0.196,   98.380,  139,    0.147,  426.594,   52,    0.640,  240.444,   96,    0.360,   59.408,  140,  8.9E-02,   70.225,  119,    0.105,  670.532,   39,    1.005, 1.01E+03,   29,    1.513,  285.602,    8,    0.428,    0.000,  999,    0.000,  356.636,   24,    0.535,  806.846,   32,    1.210,    0.000,  999,    0.000, 1.18E+03,    6,    1.770,    0.000,  999,    0.000,   43.238,   51,  6.5E-02,  140.782,   93,    0.211,   45.436,  227,  6.8E-02,  285.602,    8,    0.428, 1.18E+03,    6,    1.770,  667.038,   10,    1.000, 1.68E+03,   24,    2.518, 3.77E+03,    9,    5.656,    0.000,  999,    0.000,  761.540,   26,    1.142,    0.000,  999,    0.000,  948.573,   27,    1.422,  565.039,   47,    0.847,    0.000,  999,    0.000,    0.000,  999,    0.000,   62.391,  279,  9.4E-02, 3.77E+03,    9,    5.656, 3.77E+03,    9,    5.656,  761.540,   26,    1.142, 1.51E+03,   20,    2.269
  7,   7,    0.000,  999,    0.000,   53.589,  203,    0.105,  510.793,    9,    1.000,    0.000,  999,    0.000,   47.337,  142,  9.3E-02,   37.596,  178,  7.4E-02,  661.041,   32,    1.294,  733.693,   33,    1.436,  228.722,    8,    0.448,    0.000,  999,    0.000,  228.976,   29,    0.448, 1.30E+03,   17,    2.548,    0.000,  999,    0.000,  875.070,    7,    1.713,    0.000,  999,    0.000,   10.952,  159,  2.1E-02,    0.000,  999,    0.000,    0.000,  999,    0.000,  228.722,    8,    0.448,  875.070,    7,    1.713,  510.793,    9,    1.000, 1.39E+03,   24,    2.731,    0.000,  999,    0.000,  338.463,   29,    0.663,   89.542,   36,    0.175,  644.458,   21,    1.262,   51.254,   38,    0.100, 1.34E+03,   19,    2.625,  154.522,   56,    0.303,  395.586,   49,    0.774,   86.181,  173,    0.169,  338.463,   29,    0.663,  888.571,   23,    1.740,  734.000,   18,    1.437, 1.39E+03,   18,    2.725
  7,   8,    0.000,  999,    0.000,   96.897,   70,    0.219,  442.952,   13,    1.000,    0.000,  999,    0.000,   53.583,   76,    0.121,   38.958,  106,  8.8E-02,  261.257,   65,    0.590,  486.634,   39,    1.099,  184.303,   12,    0.416,    0.000,  999,    0.000,   91.734,   69,    0.207,  532.517,   40,    1.202,    0.000,  999,    0.000,  485.272,   15,    1.096,  302.964,   22,    0.684,   10.798,  116,  2.4E-02,  104.256,   63,    0.235,   51.367,  121,    0.116,  184.303,   12,    0.416,  788.236,    9,    1.780,  442.952,   13,    1.000,  747.891,   32,    1.688, 1.09E+03,   43,    2.458, 1.65E+03,   11,    3.727,  184.615,  144,    0.417,  462.166,   43,    1.043,  714.958,   36,    1.614, 1.05E+03,   30,    2.361,  163.661,   56,    0.369,    0.000,  999,    0.000,    0.000,  999,    0.000, 2.74E+03,   13,    6.185, 2.90E+03,   12,    6.555,  646.781,   31,    1.460, 1.76E+03,   18,    3.975
  7,   9,   48.706,  160,  9.9E-02,    0.000,  999,    0.000,    0.000,  999,    0.000,  492.151,    9,    1.000,   92.922,   83,    0.189,    0.000,  999,    0.000,  206.461,   77,    0.420,  784.036,   24,    1.593,    0.000,  999,    0.000,  279.747,    6,    0.568,  163.467,   33,    0.332,  520.822,   35,    1.058,  239.591,   42,    0.487, 1.14E+03,    7,    2.323,   24.043,  340,  4.9E-02,   61.847,   30,    0.126,  128.351,   89,    0.261,  204.635,   34,    0.416,  279.747,    6,    0.568, 1.17E+03,    5,    2.372,  492.151,    9,    1.000,  990.497,   25,    2.013,    0.000,  999,    0.000,  746.592,   11,    1.517,    0.000,  999,    0.000,  447.996,   25,    0.910,  289.873,   33,    0.589, 1.10E+03,   18,    2.239,  131.561,   41,    0.267,   14.762,  999,  3.0E-02,  219.546,   50,    0.446,  746.592,   11,    1.517,  892.915,   20,    1.814,  447.996,   25,    0.910, 1.39E+03,   15,    2.828
  8,   7,    0.000,  999,    0.000,   75.543,  168,    0.125,    0.000,  999,    0.000,  604.008,    7,    1.000,   41.764,  193,  6.9E-02,   66.665,  119,    0.110,  774.640,   24,    1.282,  884.544,   24,    1.464,  285.382,    6,    0.472,    0.000,  999,    0.000,  184.402,   32,    0.305,  628.196,   31,    1.040,    0.000,  999,    0.000, 1.28E+03,    4,    2.118,    0.000,  999,    0.000,   73.413,   26,    0.122,  298.365,   40,    0.494,  215.748,   35,    0.357,  285.382,    6,    0.472, 1.28E+03,    4,    2.118,  604.008,    7,    1.000, 1.66E+03,   18,    2.747,  178.738,  184,    0.296,  546.786,   24,    0.905,    0.000,  999,    0.000,  708.336,   18,    1.173,  181.530,   58,    0.301, 1.69E+03,   15,    2.794,  220.196,   39,    0.365,  387.629,   53,    0.642,  384.123,   36,    0.636,  725.524,   34,    1.201, 1.33E+03,   18,    2.208,  708.336,   18,    1.173, 1.87E+03,   14,    3.095
  8,   9,   26.841,  234,  5.3E-02,    0.000,  999,    0.000,  168.279,   71,    0.330,  340.949,   37,    0.670,   90.420,   85,    0.178,   59.499,  135,    0.117,  148.801,   85,    0.292,  767.591,   19,    1.507,  281.233,    6,    0.552,    0.000,  999,    0.000,  211.689,   22,    0.416,  675.579,   23,    1.327,    0.000,  999,    0.000, 1.01E+03,    6,    1.990,  179.893,   32,    0.353,   81.951,   21,    0.161,  231.353,   48,    0.454,  222.069,   33,    0.436,  281.233,    6,    0.552, 1.19E+03,    5,    2.343,  509.228,    8,    1.000,  916.392,   21,    1.800, 1.07E+03,   24,    2.095,    0.000,  999,    0.000,    0.000,  999,    0.000,  663.846,   19,    1.304,  322.630,   42,    0.634, 1.55E+03,   15,    3.035,  233.446,   34,    0.458,    0.000,  999,    0.000,   81.894,  176,    0.161, 1.07E+03,   24,    2.095, 1.30E+03,   19,    2.554,  663.846,   19,    1.304, 1.87E+03,   13,    3.669
  9,   7,   88.856,   84,    0.114,  127.588,  111,    0.164,   98.051,  132,    0.126,  679.431,   20,    0.874,   37.200,  242,  4.8E-02,   15.851,  580,  2.0E-02,  500.337,   29,    0.644, 1.26E+03,   14,    1.618,  296.255,    5,    0.381,    0.000,  999,    0.000,  214.962,   24,    0.276,  924.392,   17,    1.189,    0.000,  999,    0.000, 1.61E+03,    3,    2.075,    0.000,  999,    0.000,   71.974,   25,  9.3E-02,  253.416,   50,    0.326,   71.079,   96,  9.1E-02,  296.255,    5,    0.381, 1.61E+03,    3,    2.075,  777.482,    5,    1.000, 1.76E+03,   13,    2.261,    0.000,  999,    0.000,  255.247,   31,    0.328,   24.904,  228,  3.2E-02, 1.09E+03,   11,    1.396,   41.316,   94,  5.3E-02, 2.81E+03,    8,    3.614,  299.105,   34,    0.385, 1.49E+03,   12,    1.913, 1.21E+03,   11,    1.556,  255.247,   31,    0.328, 2.04E+03,    9,    2.626, 1.11E+03,   10,    1.428, 2.85E+03,    8,    3.667
  9,   8,  156.460,   68,    0.174,  123.294,  137,    0.137,  201.401,   99,    0.225,  695.614,   30,    0.775,   55.478,  192,  6.2E-02,   65.357,  164,  7.3E-02,  562.696,   37,    0.627, 1.07E+03,   23,    1.197,  304.443,    7,    0.339,    0.000,  999,    0.000,  343.986,   21,    0.383,  917.585,   24,    1.023,   41.181,  278,  4.6E-02, 1.65E+03,    4,    1.844,    0.000,  999,    0.000,   61.381,   38,  6.8E-02,   98.193,  157,    0.109,  135.723,   74,    0.151,  304.443,    7,    0.339, 1.65E+03,    4,    1.844,  897.015,    6,    1.000, 1.64E+03,   20,    1.824, 1.37E+03,   33,    1.530,    0.000,  999,    0.000,  188.485,  118,    0.210, 1.26E+03,   20,    1.404,  203.316,   77,    0.227, 2.45E+03,   14,    2.729,  491.406,   34,    0.548,  721.847,   44,    0.805,  710.159,   28,    0.792, 1.37E+03,   33,    1.530, 2.59E+03,   13,    2.883, 1.45E+03,   12,    1.615, 2.65E+03,   12,    2.956
  9,   9,   69.042,   99,    0.103,    0.000,  999,    0.000,    0.000,  999,    0.000,  669.941,    6,    1.000,   66.144,  132,  9.9E-02,   32.734,  270,  4.9E-02,  481.676,   29,    0.719,  829.465,   19,    1.238,  306.248,    5,    0.457,    0.000,  999,    0.000,  190.418,   26,    0.284,  758.142,   21,    1.132,    0.000,  999,    0.000, 1.35E+03,    4,    2.008,  111.470,   52,    0.166,   80.762,   22,    0.121,  141.118,   86,    0.211,  233.817,   28,    0.349,  306.248,    5,    0.457, 1.46E+03,    4,    2.174,  669.941,    6,    1.000, 1.31E+03,   16,    1.957,  342.237,   64,    0.511,    0.000,  999,    0.000,    0.000,  999,    0.000, 1.25E+03,   11,    1.869,   75.336,  150,    0.112, 2.34E+03,   11,    3.496,  642.130,   18,    0.958,    0.000,  999,    0.000,  909.273,   19,    1.357,  342.237,   64,    0.511,  984.366,   19,    1.469, 1.25E+03,   11,    1.869, 2.42E+03,   11,    3.608
  6,   6,   38.912,  188,  7.3E-02,    0.000,  999,    0.000,  114.730,  136,    0.214,  421.240,   38,    0.786,    0.000,  999,    0.000,   49.217,  149,  9.2E-02,  267.512,   58,    0.499,  381.157,   45,    0.711,  127.989,   88,    0.239,  121.844,   94,    0.227,   86.540,   59,    0.161,  747.336,   24,    1.394,    0.000,  999,    0.000,  958.952,    8,    1.789,   84.965,   98,    0.159,   53.967,   31,    0.101,  162.587,   68,    0.303,  210.660,   36,    0.393,  249.833,    6,    0.466, 1.04E+03,    6,    1.948,  535.970,    7,    1.000,  648.669,   37,    1.210,    0.000,  999,    0.000,   64.569,  141,    0.120,   19.919,  287,  3.7E-02, 1.29E+03,   11,    2.401,   17.654,  219,  3.3E-02, 1.97E+03,   12,    3.683,  439.909,   31,    0.821,    0.000,  999,    0.000,    0.000,  999,    0.000,   64.569,  141,    0.120,  504.479,   25,    0.941, 1.31E+03,   10,    2.438, 1.99E+03,   12,    3.716
