Row, Col, Ala, Ala %SD, Ala/Cr+PCr, Asp, Asp %SD, Asp/Cr+PCr, Cr, Cr %SD, Cr/Cr+PCr, PCr, PCr %SD, PCr/Cr+PCr, GABA, GABA %SD, GABA/Cr+PCr, Glc, Glc %SD, Glc/Cr+PCr, Gln, Gln %SD, Gln/Cr+PCr, Glu, Glu %SD, Glu/Cr+PCr, GPC, GPC %SD, GPC/Cr+PCr, PCh, PCh %SD, PCh/Cr+PCr, GSH, GSH %SD, GSH/Cr+PCr, Ins, Ins %SD, Ins/Cr+PCr, Lac, Lac %SD, Lac/Cr+PCr, NAA, NAA %SD, NAA/Cr+PCr, NAAG, NAAG %SD, NAAG/Cr+PCr, Scyllo, Scyllo %SD, Scyllo/Cr+PCr, Tau, Tau %SD, Tau/Cr+PCr, -CrCH2, -CrCH2 %SD, -CrCH2/Cr+PCr, GPC+PCh, GPC+PCh %SD, GPC+PCh/Cr+PCr, NAA+NAAG, NAA+NAAG %SD, NAA+NAAG/Cr+PCr, Cr+PCr, Cr+PCr %SD, Cr+PCr/Cr+PCr, Glu+Gln, Glu+Gln %SD, Glu+Gln/Cr+PCr, Lip13a, Lip13a %SD, Lip13a/Cr+PCr, Lip13b, Lip13b %SD, Lip13b/Cr+PCr, Lip09, Lip09 %SD, Lip09/Cr+PCr, MM09, MM09 %SD, MM09/Cr+PCr, Lip20, Lip20 %SD, Lip20/Cr+PCr, MM20, MM20 %SD, MM20/Cr+PCr, MM12, MM12 %SD, MM12/Cr+PCr, MM14, MM14 %SD, MM14/Cr+PCr, MM17, MM17 %SD, MM17/Cr+PCr, Lip13a+Lip13b, Lip13a+Lip13b %SD, Lip13a+Lip13b/Cr+PCr, MM14+Lip13a+L, MM14+Lip13a+L %SD, MM14+Lip13a+L/Cr+PCr, MM09+Lip09, MM09+Lip09 %SD, MM09+Lip09/Cr+PCr, MM20+Lip20, MM20+Lip20 %SD, MM20+Lip20/Cr+PCr
  8,   8,  237.417,   50,    0.192,  124.483,  150,    0.101,  421.024,   51,    0.341,  813.677,   27,    0.659,    0.000,  999,    0.000,    0.000,  999,    0.000,  614.139,   38,    0.497, 1.38E+03,   19,    1.116,  340.781,    7,    0.276,    0.000,  999,    0.000,  299.561,   25,    0.243,  514.014,   49,    0.416,  536.863,   25,    0.435, 1.50E+03,    5,    1.218,    0.000,  999,    0.000,   16.363,  152,  1.3E-02,    0.000,  999,    0.000,    0.000,  999,    0.000,  340.781,    7,    0.276, 1.50E+03,    5,    1.218, 1.23E+03,    5,    1.000, 1.99E+03,   19,    1.614, 1.04E+04,    6,    8.456,    0.000,  999,    0.000, 2.79E+03,    6,    2.258,    0.000,  999,    0.000, 1.57E+03,    6,    1.268,  430.884,   70,    0.349,   21.438,  554,  1.7E-02, 1.06E+03,   47,    0.862,  648.283,   37,    0.525, 1.04E+04,    6,    8.456, 1.15E+04,    4,    9.335, 2.79E+03,    6,    2.258, 2.00E+03,   16,    1.617
  7,   7,   69.369,  156,  5.3E-02,  193.642,  103,    0.147,  593.308,   37,    0.451,  721.655,   31,    0.549,    0.000,  999,    0.000,    0.000,  999,    0.000,  961.830,   24,    0.731, 1.23E+03,   20,    0.932,  448.650,    5,    0.341,    0.000,  999,    0.000,  439.372,   17,    0.334,  750.839,   32,    0.571,    0.000,  999,    0.000, 1.84E+03,    4,    1.401,    0.000,  999,    0.000,   25.641,   96,  1.9E-02,    0.000,  999,    0.000,    0.000,  999,    0.000,  448.650,    5,    0.341, 1.84E+03,    4,    1.401, 1.31E+03,    4,    1.000, 2.19E+03,   16,    1.663,    0.000,  999,    0.000,    0.000,  999,    0.000,    0.000,  999,    0.000, 1.21E+03,   16,    0.917,    6.760,  852,  5.1E-03, 2.70E+03,   12,    2.055,  376.156,   29,    0.286, 1.79E+03,   16,    1.364, 1.07E+03,   21,    0.816,    0.000,  999,    0.000, 2.17E+03,   15,    1.650, 1.21E+03,   16,    0.917, 2.71E+03,   12,    2.060
  7,   8,  173.633,   69,    0.116,   93.691,  226,  6.3E-02,  954.611,   19,    0.639,  539.400,   34,    0.361,    0.000,  999,    0.000,    0.000,  999,    0.000, 1.25E+03,   21,    0.839, 1.45E+03,   19,    0.970,  440.733,    6,    0.295,    0.000,  999,    0.000,  425.315,   18,    0.285,  764.733,   35,    0.512,  132.116,  101,  8.8E-02, 1.98E+03,    6,    1.323,    0.000,  999,    0.000,    4.560,  586,  3.1E-03,    0.000,  999,    0.000,    0.000,  999,    0.000,  440.733,    6,    0.295, 1.98E+03,    4,    1.323, 1.49E+03,    4,    1.000, 2.70E+03,   16,    1.809,    0.000,  999,    0.000,  173.868,   69,    0.116,   39.850,  104,  2.7E-02, 1.07E+03,   17,    0.715,   27.055,   95,  1.8E-02, 2.50E+03,   14,    1.675,  230.440,   52,    0.154, 1.62E+03,   19,    1.086,  944.546,   24,    0.632,  173.868,   69,    0.116, 2.03E+03,   17,    1.356, 1.11E+03,   16,    0.742, 2.53E+03,   14,    1.693
  7,   9,  137.416,   68,  9.8E-02,  112.121,  170,  8.0E-02,  429.133,   46,    0.307,  967.179,   21,    0.693,   24.768,  528,  1.8E-02,    0.000,  999,    0.000,  712.689,   27,    0.510, 1.27E+03,   18,    0.908,  511.532,    4,    0.366,    0.000,  999,    0.000,  370.779,   17,    0.266,  804.052,   28,    0.576,    9.578,  999,  6.9E-03, 2.07E+03,    3,    1.486,    0.000,  999,    0.000,  110.590,   21,  7.9E-02,  292.371,   61,    0.209,    6.201,  999,  4.4E-03,  511.532,    4,    0.366, 2.07E+03,    3,    1.486, 1.40E+03,    4,    1.000, 1.98E+03,   16,    1.418,    0.000,  999,    0.000,  247.342,   36,    0.177,   53.522,   81,  3.8E-02,  894.896,   19,    0.641,   36.963,   77,  2.6E-02, 1.95E+03,   15,    1.394,  237.677,   39,    0.170,  616.382,   37,    0.441,  336.447,   48,    0.241,  247.342,   36,    0.177, 1.10E+03,   25,    0.789,  948.419,   18,    0.679, 1.98E+03,   14,    1.420
  8,   7,  253.161,   49,    0.197,  285.967,   70,    0.223,  253.229,   85,    0.197, 1.03E+03,   22,    0.803,    0.000,  999,    0.000,   47.645,  269,  3.7E-02, 1.01E+03,   24,    0.785, 1.67E+03,   17,    1.301,  396.222,    6,    0.308,    0.000,  999,    0.000,  457.166,   17,    0.356,  551.757,   46,    0.429,  402.027,   34,    0.313, 1.68E+03,    4,    1.305,    0.000,  999,    0.000,   31.588,   81,  2.5E-02,    0.000,  999,    0.000,    0.000,  999,    0.000,  396.222,    6,    0.308, 1.68E+03,    4,    1.305, 1.28E+03,    5,    1.000, 2.68E+03,   15,    2.086, 8.46E+03,    7,    6.582,    0.000,  999,    0.000, 2.19E+03,    8,    1.705,    0.000,  999,    0.000, 1.27E+03,    9,    0.985,  730.934,   38,    0.569,   59.457,  176,  4.6E-02,  824.042,   54,    0.641,  772.356,   28,    0.601, 8.46E+03,    7,    6.582, 9.34E+03,    4,    7.270, 2.19E+03,    8,    1.705, 2.00E+03,   15,    1.554
  8,   9,  107.778,   74,  8.0E-02,  140.090,  124,    0.104,  244.344,   67,    0.182, 1.10E+03,   16,    0.818,    0.000,  999,    0.000,    0.000,  999,    0.000,  422.464,   38,    0.314, 1.14E+03,   16,    0.845,  301.337,   41,    0.224,  157.331,   80,    0.117,  336.754,   16,    0.251,  927.046,   21,    0.690,    0.000,  999,    0.000, 1.97E+03,    3,    1.463,    0.000,  999,    0.000,   95.125,   22,  7.1E-02,  151.440,  108,    0.113,   15.579,  562,  1.2E-02,  458.668,    4,    0.341, 1.97E+03,    3,    1.463, 1.34E+03,    3,    1.000, 1.56E+03,   16,    1.159,    0.000,  999,    0.000,    8.910,  999,  6.6E-03,    0.000,  999,    0.000,  810.290,   17,    0.603,    0.133,  999,  9.9E-05, 2.21E+03,   13,    1.643,  177.352,   63,    0.132, 1.28E+03,   18,    0.949,  481.865,   35,    0.359,    8.910,  999,  6.6E-03, 1.46E+03,   17,    1.088,  810.290,   17,    0.603, 2.21E+03,   13,    1.643
  9,   7,  280.871,   37,    0.249,  268.364,   73,    0.238,  419.598,   44,    0.371,  710.234,   27,    0.629,    0.000,  999,    0.000,    0.000,  999,    0.000,  596.448,   34,    0.528, 1.26E+03,   18,    1.114,  356.669,    6,    0.316,    0.000,  999,    0.000,  466.738,   15,    0.413,  707.278,   31,    0.626,  498.449,   22,    0.441, 1.47E+03,    5,    1.300,  102.051,   85,  9.0E-02,   26.584,   89,  2.4E-02,    0.000,  999,    0.000,    0.000,  999,    0.000,  356.669,    6,    0.316, 1.57E+03,    5,    1.390, 1.13E+03,    4,    1.000, 1.85E+03,   16,    1.642, 1.06E+03,   44,    0.942,    0.000,  999,    0.000,    0.000,  999,    0.000, 1.84E+03,   14,    1.633,   99.194,  143,  8.8E-02, 2.92E+03,   14,    2.585,  631.964,   33,    0.559, 1.06E+04,    2,    9.338, 1.24E+03,   27,    1.098, 1.06E+03,   44,    0.942, 1.22E+04,    3,   10.839, 1.84E+03,   14,    1.633, 3.02E+03,   13,    2.673
  9,   8,  409.153,   33,    0.312,  202.793,   97,    0.155,  309.364,   75,    0.236, 1.00E+03,   24,    0.764,    0.000,  999,    0.000,    0.000,  999,    0.000,  825.536,   32,    0.630, 1.59E+03,   19,    1.212,  359.389,    6,    0.274,    0.000,  999,    0.000,  470.384,   16,    0.359,  803.616,   32,    0.613, 1.09E+03,   15,    0.835, 1.52E+03,    5,    1.155,    0.000,  999,    0.000,   14.844,  166,  1.1E-02,    0.000,  999,    0.000,    0.000,  999,    0.000,  359.389,    6,    0.274, 1.52E+03,    5,    1.155, 1.31E+03,    4,    1.000, 2.41E+03,   19,    1.842, 1.38E+04,    5,   10.488,    0.000,  999,    0.000, 3.41E+03,    8,    2.602,    0.000,  999,    0.000, 2.04E+03,    9,    1.553,  224.927,  139,    0.172,  324.519,   49,    0.247,  986.340,   71,    0.752,    0.000,  999,    0.000, 1.38E+04,    5,   10.488, 1.51E+04,    2,   11.488, 3.41E+03,    8,    2.602, 2.26E+03,   14,    1.725
  9,   9,  104.157,   73,  7.6E-02,    0.000,  999,    0.000,  365.344,   40,    0.268,  999.480,   15,    0.732,    0.000,  999,    0.000,    0.000,  999,    0.000,  647.998,   25,    0.475, 1.39E+03,   13,    1.022,  427.903,    3,    0.314,    0.000,  999,    0.000,  393.398,   12,    0.288,  884.029,   17,    0.648,  199.736,   42,    0.146, 1.84E+03,    4,    1.347,   61.200,  131,  4.5E-02,   35.453,   48,  2.6E-02,    0.000,  999,    0.000,    0.000,  999,    0.000,  427.903,    3,    0.314, 1.90E+03,    3,    1.392, 1.36E+03,    3,    1.000, 2.04E+03,   13,    1.497,  263.951,   78,    0.193,    0.000,  999,    0.000,    0.000,  999,    0.000, 1.02E+03,   12,    0.747,   38.749,  153,  2.8E-02, 2.44E+03,    9,    1.786,  357.406,   28,    0.262, 1.45E+03,   16,    1.063,  681.067,   21,    0.499,  263.951,   78,    0.193, 2.07E+03,    9,    1.518, 1.02E+03,   12,    0.747, 2.48E+03,    9,    1.815
  6,   6,    0.000,  999,    0.000,  239.068,   82,    0.172,  636.703,   33,    0.458,  753.015,   29,    0.542,    0.000,  999,    0.000,   78.411,  174,  5.6E-02,  928.975,   23,    0.668, 1.22E+03,   20,    0.875,  521.751,    4,    0.375,    0.000,  999,    0.000,  435.972,   16,    0.314,  900.643,   27,    0.648,    0.000,  999,    0.000, 1.98E+03,    3,    1.422,    0.000,  999,    0.000,  107.958,   23,  7.8E-02,   75.109,  256,  5.4E-02,   93.515,  109,  6.7E-02,  521.751,    4,    0.375, 1.98E+03,    3,    1.422, 1.39E+03,    4,    1.000, 2.15E+03,   17,    1.544,  908.243,   36,    0.654,    0.000,  999,    0.000,    0.000,  999,    0.000, 1.26E+03,   15,    0.907,   85.763,  146,  6.2E-02, 2.69E+03,   12,    1.935,  507.477,   27,    0.365, 1.38E+03,   22,    0.994,  513.734,   39,    0.370,  908.243,   36,    0.654, 2.80E+03,   14,    2.013, 1.26E+03,   15,    0.907, 2.77E+03,   12,    1.996
