Row, Col, Ala, Ala %SD, Ala/Cr+PCr, Asp, Asp %SD, Asp/Cr+PCr, Cr, Cr %SD, Cr/Cr+PCr, PCr, PCr %SD, PCr/Cr+PCr, GABA, GABA %SD, GABA/Cr+PCr, Glc, Glc %SD, Glc/Cr+PCr, Gln, Gln %SD, Gln/Cr+PCr, Glu, Glu %SD, Glu/Cr+PCr, GPC, GPC %SD, GPC/Cr+PCr, PCh, PCh %SD, PCh/Cr+PCr, GSH, GSH %SD, GSH/Cr+PCr, Ins, Ins %SD, Ins/Cr+PCr, Lac, Lac %SD, Lac/Cr+PCr, NAA, NAA %SD, NAA/Cr+PCr, NAAG, NAAG %SD, NAAG/Cr+PCr, Scyllo, Scyllo %SD, Scyllo/Cr+PCr, Tau, Tau %SD, Tau/Cr+PCr, -CrCH2, -CrCH2 %SD, -CrCH2/Cr+PCr, GPC+PCh, GPC+PCh %SD, GPC+PCh/Cr+PCr, NAA+NAAG, NAA+NAAG %SD, NAA+NAAG/Cr+PCr, Cr+PCr, Cr+PCr %SD, Cr+PCr/Cr+PCr, Glu+Gln, Glu+Gln %SD, Glu+Gln/Cr+PCr, Lip13a, Lip13a %SD, Lip13a/Cr+PCr, Lip13b, Lip13b %SD, Lip13b/Cr+PCr, Lip09, Lip09 %SD, Lip09/Cr+PCr, MM09, MM09 %SD, MM09/Cr+PCr, Lip20, Lip20 %SD, Lip20/Cr+PCr, MM20, MM20 %SD, MM20/Cr+PCr, MM12, MM12 %SD, MM12/Cr+PCr, MM14, MM14 %SD, MM14/Cr+PCr, MM17, MM17 %SD, MM17/Cr+PCr, Lip13a+Lip13b, Lip13a+Lip13b %SD, Lip13a+Lip13b/Cr+PCr, MM14+Lip13a+L, MM14+Lip13a+L %SD, MM14+Lip13a+L/Cr+PCr, MM09+Lip09, MM09+Lip09 %SD, MM09+Lip09/Cr+PCr, MM20+Lip20, MM20+Lip20 %SD, MM20+Lip20/Cr+PCr
  5,   6,   79.559,  182,    0.104,   59.460,  342,  7.8E-02,    0.000,  999,    0.000,  763.418,   12,    1.000,  126.267,   96,    0.165,  165.530,   76,    0.217,  362.746,   78,    0.475,  745.672,   43,    0.977,  484.596,    8,    0.635,    0.000,  999,    0.000,  525.117,   22,    0.688, 1.81E+03,   22,    2.366,  174.515,   89,    0.229, 1.50E+03,    7,    1.958,    0.000,  999,    0.000,   69.314,   48,  9.1E-02,  290.261,   68,    0.380,   59.813,  236,  7.8E-02,  484.596,    8,    0.635, 1.50E+03,    7,    1.958,  763.418,   12,    1.000, 1.11E+03,   36,    1.452,    0.000,  999,    0.000,  703.599,   33,    0.922,  171.153,  158,    0.224,  325.982,   94,    0.427,   52.676,  384,  6.9E-02,  172.660,  297,    0.226,  100.822,  142,    0.132,    0.000,  999,    0.000, 1.47E+03,   16,    1.922,  703.599,   33,    0.922,  804.421,   33,    1.054,  497.135,   63,    0.651,  225.336,  234,    0.295
  5,   7,    0.000,  999,    0.000,  107.294,   87,    0.314,   69.137,  383,    0.202,  272.362,   99,    0.798,   54.288,  103,    0.159,   73.018,   78,    0.214,  407.529,   88,    1.193,  986.357,   43,    2.888,  288.714,   18,    0.845,    0.000,  999,    0.000,  191.115,   73,    0.560,  127.929,  337,    0.375,   86.975,  221,    0.255,  881.785,   20,    2.582,   41.847,  388,    0.123,   15.639,  116,  4.6E-02,   83.108,  111,    0.243,    0.000,  999,    0.000,  288.714,   18,    0.845,  923.632,   21,    2.705,  341.499,   33,    1.000, 1.39E+03,   40,    4.082,    0.000,  999,    0.000,  137.473,  405,    0.403,    0.000,  999,    0.000,  212.005,  244,    0.621,    0.000,  999,    0.000,  612.963,  154,    1.795,   85.485,  490,    0.250, 1.82E+03,   44,    5.333,  926.463,   61,    2.713,  137.473,  950,    0.403, 2.04E+03,   52,    5.986,  212.005,  198,    0.621,  612.963,  149,    1.795
  5,   8,    0.000,  999,    0.000,   66.445,  310,  8.7E-02,    0.000,  999,    0.000,  761.154,   15,    1.000,  111.692,  113,    0.147,  208.331,   60,    0.274,   22.768,  999,  3.0E-02,    0.000,  999,    0.000,    0.000,  999,    0.000,  473.676,   10,    0.622,  171.840,   90,    0.226, 1.57E+03,   35,    2.061,    0.000,  999,    0.000, 1.40E+03,   13,    1.838,  130.626,  138,    0.172,   64.910,   55,  8.5E-02,  446.668,   45,    0.587, 1.15E+03,   16,    1.516,  473.676,   10,    0.622, 1.53E+03,   11,    2.009,  761.154,   15,    1.000,   22.768,  999,  3.0E-02, 3.61E+03,   23,    4.746,    0.000,  999,    0.000, 1.13E+03,   36,    1.485,  799.482,   52,    1.050,  542.552,   51,    0.713, 1.13E+03,   64,    1.483,  268.770,  134,    0.353,  822.680,   68,    1.081,    0.000,  999,    0.000, 3.61E+03,   23,    4.746, 4.70E+03,   16,    6.180, 1.93E+03,   17,    2.535, 1.67E+03,   42,    2.195
  5,   9,  306.556,   76,    0.149,    0.000,  999,    0.000,    0.000,  999,    0.000, 2.06E+03,    6,    1.000,  233.759,  110,    0.114,  260.797,   95,    0.127, 1.47E+03,   34,    0.715, 2.54E+03,   23,    1.232, 1.05E+03,    4,    0.509,    0.000,  999,    0.000,  833.661,   18,    0.405, 2.86E+03,   18,    1.389,  354.687,   88,    0.172, 2.63E+03,    9,    1.278,  798.412,   31,    0.388,  148.227,   35,  7.2E-02,    0.000,  999,    0.000,  331.753,   61,    0.161, 1.05E+03,    4,    0.509, 3.43E+03,    4,    1.666, 2.06E+03,    6,    1.000, 4.01E+03,   20,    1.947,    0.000,  999,    0.000,  708.923,   58,    0.344,  167.806,   71,  8.1E-02, 1.07E+03,   26,    0.519,  107.607,   64,  5.2E-02, 1.79E+03,   25,    0.871,  311.686,   35,    0.151, 1.46E+03,   22,    0.708,  728.029,   28,    0.354,  708.923,   58,    0.344, 2.48E+03,   17,    1.203, 1.24E+03,   21,    0.600, 1.90E+03,   23,    0.923
  6,   5,    5.397,  999,  3.8E-03,   49.908,  602,  3.5E-02,    0.000,  999,    0.000, 1.43E+03,    9,    1.000,  137.241,  133,  9.6E-02,  316.246,   59,    0.221,  407.513,  113,    0.285, 1.11E+03,   47,    0.774,  686.483,   29,    0.480,   27.348,  723,  1.9E-02,  373.203,   45,    0.261, 2.31E+03,   25,    1.616,  187.855,  136,    0.131, 2.66E+03,    5,    1.859,    0.000,  999,    0.000,  177.113,   27,    0.124,  699.075,   42,    0.489,  418.227,   53,    0.292,  713.831,    7,    0.499, 2.66E+03,    5,    1.859, 1.43E+03,    9,    1.000, 1.51E+03,   45,    1.059, 1.24E+03,  102,    0.864,  303.566,  146,    0.212,  411.588,   68,    0.288,   82.944,  299,  5.8E-02,  236.082,   71,    0.165,  126.311,  310,  8.8E-02,   25.214,  336,  1.8E-02,   81.537,  314,  5.7E-02,    0.000,  999,    0.000, 1.54E+03,   62,    1.077, 1.65E+03,   56,    1.151,  494.532,   63,    0.346,  362.393,  108,    0.253
  6,   9,   62.028,  375,  5.9E-02,   46.201,  611,  4.4E-02,    0.000,  999,    0.000, 1.06E+03,   11,    1.000,  152.014,  116,    0.144,  220.193,   79,    0.209,  267.175,  183,    0.253,  899.308,   61,    0.852,  580.551,    8,    0.550,    0.000,  999,    0.000,  452.673,   34,    0.429, 1.47E+03,   32,    1.393,    0.000,  999,    0.000,  903.349,   19,    0.856,  920.950,   19,    0.872,   77.196,   56,  7.3E-02,   40.401,  663,  3.8E-02,  513.129,   35,    0.486,  580.551,    8,    0.550, 1.82E+03,    7,    1.728, 1.06E+03,   11,    1.000, 1.17E+03,   66,    1.105,    0.000,  999,    0.000,    0.000,  999,    0.000,    0.000,  999,    0.000,  116.698,  107,    0.111,    8.604,  735,  8.1E-03,  197.719,  104,    0.187,   32.661,  137,  3.1E-02,    0.000,  999,    0.000,  206.626,   41,    0.196,    0.000,  999,    0.000,   32.661,  137,  3.1E-02,  116.698,  107,    0.111,  206.323,  104,    0.195
  7,   5,  222.246,  119,  7.6E-02,  163.251,  298,  5.6E-02, 1.21E+03,   39,    0.414, 1.71E+03,   28,    0.586,  368.525,   84,    0.126,  744.934,   43,    0.255,  301.989,  174,    0.103, 2.63E+03,   24,    0.900,  963.173,   19,    0.330,  204.730,   85,  7.0E-02,  910.751,   21,    0.312, 4.20E+03,   16,    1.437,  556.844,   55,    0.191, 4.04E+03,    4,    1.383,    0.000,  999,    0.000,  400.612,   17,    0.137, 1.86E+03,   25,    0.636,  546.389,   51,    0.187, 1.17E+03,    5,    0.400, 4.04E+03,    4,    1.383, 2.92E+03,    5,    1.000, 2.93E+03,   28,    1.003,    0.000,  999,    0.000, 1.31E+03,   52,    0.447,  218.026,  153,  7.5E-02,  843.389,   57,    0.289,  256.741,   87,  8.8E-02, 1.45E+03,   52,    0.495,  260.366,   66,  8.9E-02,  283.981,  179,  9.7E-02,  434.926,   70,    0.149, 1.31E+03,   52,    0.447, 1.85E+03,   46,    0.634, 1.06E+03,   43,    0.363, 1.70E+03,   44,    0.583
  7,   9,  147.145,  150,  9.7E-02,    0.000,  999,    0.000,  625.166,   62,    0.410,  899.474,   44,    0.590,  260.376,   84,    0.171,  272.345,   78,    0.179, 1.54E+03,   29,    1.011, 2.04E+03,   25,    1.339,  904.222,    4,    0.593,    0.000,  999,    0.000,  677.893,   19,    0.445, 3.03E+03,   13,    1.989,  235.626,  101,    0.155, 2.04E+03,    9,    1.336,  360.639,   58,    0.237,  201.049,   21,    0.132,    0.000,  999,    0.000,    0.000,  999,    0.000,  904.222,    4,    0.593, 2.40E+03,    5,    1.572, 1.52E+03,    6,    1.000, 3.58E+03,   20,    2.351,    0.000,  999,    0.000,  155.847,  112,    0.102,   39.571,  132,  2.6E-02,  965.975,   22,    0.634,   22.572,  136,  1.5E-02, 1.10E+03,   37,    0.722,  282.533,   44,    0.185, 2.31E+03,   15,    1.517, 1.03E+03,   25,    0.673,  155.847,  112,    0.102, 2.75E+03,   13,    1.804, 1.01E+03,   21,    0.660, 1.12E+03,   36,    0.737
  8,   5,    0.000,  999,    0.000,  266.508,  123,  9.2E-02, 1.96E+03,   14,    0.679,  927.950,   29,    0.321,    0.000,  999,    0.000,    0.000,  999,    0.000,  809.024,   33,    0.280, 2.08E+03,   14,    0.721,  778.634,    4,    0.270,    0.000,  999,    0.000,  830.718,   12,    0.288, 1.59E+03,   20,    0.551,  218.677,   65,  7.6E-02, 3.39E+03,    3,    1.175,    0.000,  999,    0.000,   64.252,   56,  2.2E-02,    0.000,  999,    0.000,    0.000,  999,    0.000,  778.634,    4,    0.270, 3.39E+03,    3,    1.175, 2.89E+03,    3,    1.000, 2.89E+03,   14,    1.001, 2.05E+03,   28,    0.712,    0.000,  999,    0.000,    0.000,  999,    0.000, 1.81E+03,   16,    0.626,  369.647,   70,    0.128, 3.67E+03,   14,    1.272,  546.674,   36,    0.189, 1.16E+03,   41,    0.401, 2.09E+03,   10,    0.725, 2.05E+03,   28,    0.712, 3.76E+03,   16,    1.302, 1.81E+03,   16,    0.626, 4.04E+03,   13,    1.400
  8,   9,    0.000,  999,    0.000,    0.000,  999,    0.000,  737.361,   35,    0.288, 1.82E+03,   15,    0.712,    0.000,  999,    0.000,    0.000,  999,    0.000,  945.223,   27,    0.369, 2.09E+03,   14,    0.816, 1.09E+03,    3,    0.426,    0.000,  999,    0.000,  582.847,   15,    0.228, 1.69E+03,   19,    0.660,  321.455,   42,    0.125, 3.37E+03,    4,    1.316,  298.937,   47,    0.117,  198.418,   19,  7.7E-02,    0.000,  999,    0.000,   58.893,  245,  2.3E-02, 1.09E+03,    3,    0.426, 3.67E+03,    3,    1.432, 2.56E+03,    3,    1.000, 3.04E+03,   13,    1.185, 2.69E+03,   25,    1.052,    0.000,  999,    0.000,  552.667,   62,    0.216, 1.19E+03,   27,    0.464,  468.513,   51,    0.183, 3.24E+03,   15,    1.266,  340.234,   65,    0.133,    0.000,  999,    0.000,    0.000,  999,    0.000, 2.69E+03,   25,    1.052, 3.03E+03,   21,    1.184, 1.74E+03,   17,    0.680, 3.71E+03,   13,    1.449
  9,   5,  171.282,   72,  7.5E-02,   82.945,  323,  3.6E-02, 1.60E+03,   15,    0.700,  687.114,   35,    0.300,    0.000,  999,    0.000,   77.593,  231,  3.4E-02,  948.986,   26,    0.415, 1.67E+03,   16,    0.729,  546.331,    5,    0.239,    0.000,  999,    0.000,  801.042,   11,    0.350, 1.68E+03,   17,    0.735,  196.092,   66,  8.6E-02, 2.90E+03,    5,    1.268,  176.972,   82,  7.7E-02,   54.780,   54,  2.4E-02,    0.000,  999,    0.000,    0.000,  999,    0.000,  546.331,    5,    0.239, 3.08E+03,    3,    1.345, 2.29E+03,    3,    1.000, 2.62E+03,   15,    1.143, 1.64E+03,   30,    0.718,    0.000,  999,    0.000,    0.000,  999,    0.000, 1.86E+03,   14,    0.814,  188.922,  104,  8.3E-02, 3.72E+03,   13,    1.625,  651.034,   30,    0.284, 3.07E+03,   17,    1.339, 1.88E+03,   12,    0.822, 1.64E+03,   30,    0.718, 5.36E+03,   11,    2.342, 1.86E+03,   14,    0.814, 3.91E+03,   12,    1.708
  9,   6,   77.138,  149,  3.5E-02,  159.616,  160,  7.3E-02, 1.24E+03,   19,    0.564,  954.253,   25,    0.436,    0.000,  999,    0.000,   83.650,  201,  3.8E-02,  852.184,   28,    0.389, 1.63E+03,   16,    0.744,  508.147,    5,    0.232,    0.000,  999,    0.000,  819.230,   10,    0.374, 1.76E+03,   16,    0.802,  239.157,   53,    0.109, 2.61E+03,    5,    1.194,   11.021,  999,  5.0E-03,   66.268,   43,  3.0E-02,    0.000,  999,    0.000,    0.000,  999,    0.000,  508.147,    5,    0.232, 2.63E+03,    4,    1.199, 2.19E+03,    3,    1.000, 2.48E+03,   15,    1.134, 2.34E+03,   23,    1.069,    0.000,  999,    0.000,    0.000,  999,    0.000, 1.65E+03,   14,    0.754,  399.278,   68,    0.182, 3.79E+03,   12,    1.729,  536.470,   33,    0.245, 1.05E+03,   38,    0.481, 1.76E+03,    9,    0.805, 2.34E+03,   23,    1.069, 3.93E+03,   12,    1.794, 1.65E+03,   14,    0.754, 4.18E+03,   11,    1.911
  9,   7,    0.000,  999,    0.000,    0.000,  999,    0.000,  857.087,   28,    0.365, 1.49E+03,   16,    0.635,    0.000,  999,    0.000,    0.000,  999,    0.000,  969.906,   24,    0.413, 1.62E+03,   16,    0.690,  588.764,    4,    0.251,    0.000,  999,    0.000,  662.364,   12,    0.282, 1.81E+03,   15,    0.773,  161.827,   78,  6.9E-02, 2.69E+03,    3,    1.145,    0.000,  999,    0.000,  111.370,   27,  4.7E-02,    0.000,  999,    0.000,    0.000,  999,    0.000,  588.764,    4,    0.251, 2.69E+03,    3,    1.145, 2.35E+03,    3,    1.000, 2.59E+03,   14,    1.103,  823.810,   66,    0.351,   67.410,  385,  2.9E-02,    0.000,  999,    0.000, 1.71E+03,   15,    0.729,  164.113,   74,  7.0E-02, 3.99E+03,   11,    1.699,  570.221,   27,    0.243, 1.76E+03,   21,    0.752,  975.475,   25,    0.416,  891.221,   44,    0.380, 3.23E+03,   15,    1.375, 1.71E+03,   15,    0.729, 4.15E+03,   10,    1.769
